,Region,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Dependancy ratio
679,India,1981,  105 965,  92 477,  82 315,  73 923,  65 704,  56 980,  45 549,  36 810,  33 256,  29 399,  25 080,  20 613,  16 316,  12 057,  8 407,  4 695,  2 322,   766,   205,   28,2,76.61424906
680,India,1982,  108 030,  94 147,  84 062,  75 305,  67 145,  58 665,  47 910,  37 717,  33 608,  30 016,  25 631,  21 092,  16 650,  12 321,  8 559,  4 894,  2 354,   824,   205,   32,2,76.23945724
681,India,1983,  110 256,  95 648,  85 850,  76 755,  68 605,  60 273,  50 385,  38 754,  33 975,  30 638,  26 190,  21 598,  16 993,  12 607,  8 687,  5 108,  2 378,   884,   205,   36,3,75.83359284
682,India,1984,  112 535,  97 152,  87 726,  78 241,  70 088,  61 772,  52 523,  40 333,  34 454,  31 198,  26 756,  22 122,  17 363,  12 899,  8 827,  5 300,  2 423,   932,   209,   39,3,75.43863176
683,India,1985,  114 656,  98 908,  89 584,  79 787,  71 511,  63 206,  54 268,  42 437,  35 089,  31 681,  27 317,  22 658,  17 767,  13 194,  8 993,  5 461,  2 497,   966,   220,   40,3,75.05170971
684,India,1986,  116 661,  100 891,  91 367,  81 456,  72 850,  64 631,  55 981,  44 640,  35 869,  32 100,  27 892,  23 201,  18 203,  13 495,  9 183,  5 598,  2 595,   988,   234,   41,4,74.6580499
685,India,1987,  118 539,  103 018,  93 039,  83 193,  74 201,  66 044,  57 638,  46 960,  36 771,  32 463,  28 506,  23 749,  18 670,  13 802,  9 400,  5 709,  2 714,  1 002,   253,   40,4,74.22579143
686,India,1988,  120 183,  105 319,  94 546,  84 979,  75 634,  67 481,  59 222,  49 393,  37 799,  32 841,  29 126,  24 299,  19 162,  14 123,  9 639,  5 810,  2 842,  1 015,   271,   40,5,73.7166849
687,India,1989,  121 595,  107 685,  96 063,  86 863,  77 127,  68 960,  60 711,  51 504,  39 363,  33 328,  29 687,  24 853,  19 667,  14 469,  9 886,  5 924,  2 957,  1 039,   286,   41,5,73.15103192
688,India,1990,  122 732,  109 915,  97 835,  88 740,  78 709,  70 411,  62 161,  53 248,  41 451,  33 971,  30 179,  25 400,  20 180,  14 846,  10 138,  6 058,  3 055,  1 077,   296,   44,5,72.55431446
689,India,1991,  123 628,  112 039,  99 837,  90 531,  80 406,  71 781,  63 606,  54 966,  43 640,  34 756,  30 609,  25 960,  20 698,  15 251,  10 397,  6 211,  3 141,  1 127,   303,   47,5,71.95759784
690,India,1992,  124 471,  114 048,  101 988,  92 207,  82 162,  73 163,  65 042,  56 633,  45 942,  35 658,  30 983,  26 558,  21 218,  15 683,  10 663,  6 384,  3 219,  1 187,   309,   51,5,71.38078278
691,India,1993,  125 294,  115 829,  104 314,  93 728,  83 968,  74 622,  66 497,  58 225,  48 353,  36 679,  31 367,  27 163,  21 738,  16 134,  10 941,  6 573,  3 297,  1 252,   317,   56,5,70.80648613
692,India,1994,  126 062,  117 368,  106 702,  95 264,  85 865,  76 124,  67 978,  59 713,  50 442,  38 219,  31 848,  27 714,  22 260,  16 596,  11 242,  6 770,  3 388,  1 315,   330,   59,6,70.18678847
693,India,1995,  126 924,  118 626,  108 949,  97 048,  87 737,  77 686,  69 407,  61 146,  52 159,  40 260,  32 472,  28 197,  22 779,  17 064,  11 570,  6 972,  3 496,  1 372,   349,   63,6,69.50172819
694,India,1996,  127 731,  119 642,  111 087,  99 055,  89 520,  79 363,  70 759,  62 575,  53 850,  42 400,  33 231,  28 619,  23 316,  17 534,  11 923,  7 184,  3 618,  1 428,   372,   66,7,68.74888934
695,India,1997,  128 394,  120 605,  113 109,  101 213,  91 200,  81 111,  72 135,  64 003,  55 493,  44 654,  34 108,  28 989,  23 895,  18 006,  12 301,  7 407,  3 754,  1 484,   400,   68,7,67.9514212
696,India,1998,  129 043,  121 552,  114 905,  103 538,  92 715,  82 892,  73 572,  65 435,  57 052,  47 009,  35 103,  29 360,  24 484,  18 480,  12 697,  7 647,  3 899,  1 542,   430,   72,8,67.13037758
697,India,1999,  129 635,  122 451,  116 456,  105 914,  94 227,  84 743,  75 035,  66 879,  58 497,  49 047,  36 601,  29 817,  25 026,  18 959,  13 103,  7 912,  4 048,  1 609,   458,   77,9,66.27117489
698,India,2000,  130 222,  123 448,  117 729,  108 141,  95 978,  86 566,  76 554,  68 266,  59 887,  50 724,  38 589,  30 407,  25 506,  19 442,  13 514,  8 203,  4 199,  1 682,   485,   83,10,65.40816682
699,India,2001,  130 995,  124 400,  118 764,  110 258,  97 953,  88 310,  78 195,  69 582,  61 281,  52 374,  40 678,  31 133,  25 931,  19 949,  13 926,  8 514,  4 354,  1 760,   510,   90,10,64.55324313
700,India,2002,  131 769,  125 206,  119 747,  112 260,  100 073,  89 946,  79 901,  70 917,  62 677,  53 974,  42 876,  31 984,  26 306,  20 504,  14 337,  8 840,  4 515,  1 838,   533,   97,11,63.70378862
701,India,2003,  132 275,  125 994,  120 716,  114 039,  102 358,  91 421,  81 640,  72 310,  64 088,  55 491,  45 165,  32 966,  26 683,  21 080,  14 748,  9 172,  4 684,  1 914,   556,   104,11,62.85041444
702,India,2004,  132 509,  126 723,  121 639,  115 584,  104 706,  92 910,  83 462,  73 738,  65 527,  56 902,  47 145,  34 448,  27 139,  21 620,  15 165,  9 500,  4 865,  1 983,   578,   110,12,61.96232142
703,India,2005,  132 290,  127 437,  122 657,  116 845,  106 893,  94 626,  85 250,  75 218,  66 916,  58 263,  48 770,  36 410,  27 720,  22 107,  15 587,  9 819,  5 057,  2 047,   600,   114,13,61.05733452
704,India,2006,  131 429,  128 322,  123 625,  117 856,  108 937,  96 530,  86 941,  76 802,  68 228,  59 627,  50 356,  38 471,  28 431,  22 541,  16 034,  10 128,  5 258,  2 107,   620,   116,13,60.12096467
705,India,2007,  130 256,  129 209,  124 447,  118 815,  110 855,  98 560,  88 514,  78 443,  69 546,  60 997,  51 885,  40 627,  29 261,  22 921,  16 522,  10 431,  5 464,  2 168,   638,   118,14,59.15501639
706,India,2008,  129 144,  129 837,  125 249,  119 764,  112 546,  100 741,  89 918,  80 112,  70 904,  62 381,  53 334,  42 850,  30 214,  23 289,  17 026,  10 733,  5 670,  2 235,   655,   120,14,58.20561125
707,India,2009,  128 202,  130 197,  125 994,  120 677,  114 011,  102 977,  91 327,  81 859,  72 276,  63 790,  54 689,  44 757,  31 632,  23 713,  17 499,  11 045,  5 874,  2 313,   671,   123,14,57.28110808
708,India,2010,  127 471,  130 120,  126 735,  121 724,  115 269,  105 124,  93 013,  83 616,  73 708,  65 161,  56 016,  46 310,  33 496,  24 240,  17 926,  11 370,  6 078,  2 406,   689,   126,14,56.35915817
709,India,2011,  126 921,  129 422,  127 657,  122 760,  116 368,  107 230,  94 965,  85 338,  75 270,  66 475,  57 375,  47 812,  35 445,  24 884,  18 312,  11 728,  6 287,  2 515,   711,   131,15,55.44659175
710,India,2012,  126 386,  128 417,  128 585,  123 657,  117 452,  109 259,  97 079,  86 977,  76 904,  67 801,  58 753,  49 249,  37 472,  25 647,  18 665,  12 135,  6 511,  2 643,   743,   138,15,54.55749579
711,India,2013,  125 709,  127 470,  129 258,  124 528,  118 538,  111 092,  99 366,  88 472,  78 584,  69 172,  60 152,  50 606,  39 551,  26 539,  19 026,  12 572,  6 758,  2 790,   786,   147,16,53.69513491
712,India,2014,  124 555,  126 688,  129 662,  125 324,  119 575,  112 703,  101 714,  89 980,  80 360,  70 559,  61 571,  51 875,  41 339,  27 873,  19 455,  13 001,  7 036,  2 957,   843,   159,18,52.89442859
713,India,2015,  123 078,  126 093,  129 623,  126 091,  120 689,  114 047,  103 924,  91 726,  82 135,  71 995,  62 936,  53 119,  42 799,  29 624,  19 989,  13 408,  7 343,  3 141,   916,   173,20,52.14810063
714,India,2016,  121 783,  125 661,  128 961,  127 049,  121 793,  115 218,  106 073,  93 714,  83 876,  73 557,  64 235,  54 397,  44 204,  31 456,  20 635,  13 790,  7 682,  3 338,  1 000,   191,23,51.40973402
715,India,2017,  120 475,  125 232,  127 990,  128 019,  122 767,  116 377,  108 145,  95 857,  85 537,  75 197,  65 545,  55 701,  45 548,  33 350,  21 383,  14 145,  8 051,  3 544,  1 093,   212,26,50.6848282
716,India,2018,  119 122,  124 646,  127 063,  128 690,  123 643,  117 470,  109 973,  98 134,  87 032,  76 871,  66 895,  57 027,  46 820,  35 269,  22 226,  14 497,  8 422,  3 750,  1 189,   235,30,50.01892806
717,India,2019,  117 956,  123 575,  126 294,  129 072,  124 405,  118 480,  111 555,  100 450,  88 522,  78 630,  68 265,  58 377,  48 015,  36 910,  23 424,  14 885,  8 763,  3 955,  1 284,   260,34,49.40102937
718,India,2020,  116 724,  122 184,  125 721,  129 052,  125 203,  119 633,  112 927,  102 663,  90 258,  80 386,  69 673,  59 655,  49 137,  38 175,  24 882,  15 296,  9 022,  4 114,  1 362,   283,37,48.77554808
719,India,2021,  115 307,  120 955,  125 306,  128 412,  126 174,  120 738,  114 080,  104 761,  92 168,  82 017,  71 084,  60 722,  50 089,  39 144,  26 136,  15 574,  9 060,  4 120,  1 380,   296,39,48.12632554
720,Pakistan,1950,  5 889,  5 028,  4 345,  3 778,  3 260,  2 821,  2 417,  2 053,  1 687,  1 408,  1 140,   964,   841,   704,   566,   427,   236,   99,   28,   5,0,85.06385888
721,Pakistan,1951,  5 870,  5 116,  4 455,  3 863,  3 331,  2 880,  2 470,  2 103,  1 731,  1 440,  1 163,   967,   833,   692,   547,   406,   226,   93,   26,   4,0,83.89569702
722,Pakistan,1952,  5 907,  5 188,  4 571,  3 950,  3 407,  2 940,  2 525,  2 150,  1 780,  1 471,  1 192,   974,   826,   684,   531,   386,   219,   87,   23,   4,0,82.96540031
723,Pakistan,1953,  6 004,  5 232,  4 694,  4 040,  3 488,  3 000,  2 582,  2 198,  1 833,  1 502,  1 225,   984,   821,   677,   519,   367,   213,   83,   21,   4,0,82.20216119
724,Pakistan,1954,  6 166,  5 245,  4 814,  4 136,  3 570,  3 064,  2 640,  2 247,  1 885,  1 537,  1 259,   998,   820,   672,   510,   352,   206,   79,   20,   3,0,81.54979102
725,Pakistan,1955,  6 386,  5 245,  4 920,  4 241,  3 654,  3 132,  2 699,  2 298,  1 936,  1 576,  1 292,  1 017,   822,   667,   502,   340,   198,   77,   19,   3,0,80.98891117
726,Pakistan,1956,  6 637,  5 261,  5 009,  4 351,  3 740,  3 204,  2 759,  2 351,  1 986,  1 620,  1 324,  1 040,   827,   663,   497,   330,   190,   75,   18,   3,0,80.52658774
727,Pakistan,1957,  6 893,  5 319,  5 083,  4 468,  3 827,  3 281,  2 819,  2 407,  2 034,  1 668,  1 355,  1 068,   834,   660,   493,   323,   182,   73,   18,   2,0,80.15425966
728,Pakistan,1958,  7 154,  5 431,  5 129,  4 591,  3 918,  3 362,  2 881,  2 465,  2 082,  1 720,  1 386,  1 100,   845,   658,   490,   318,   174,   72,   17,   2,0,79.86253851
729,Pakistan,1959,  7 421,  5 604,  5 145,  4 712,  4 015,  3 444,  2 946,  2 524,  2 131,  1 772,  1 420,  1 132,   859,   659,   488,   314,   168,   70,   16,   2,0,79.69339318
730,Pakistan,1960,  7 694,  5 833,  5 147,  4 818,  4 120,  3 529,  3 014,  2 583,  2 183,  1 823,  1 459,  1 164,   878,   663,   487,   311,   164,   68,   16,   2,0,79.71746945
731,Pakistan,1961,  7 968,  6 090,  5 164,  4 901,  4 217,  3 604,  3 078,  2 637,  2 233,  1 870,  1 500,  1 194,   899,   668,   485,   309,   160,   65,   15,   2,0,80.0810437
732,Pakistan,1962,  8 240,  6 349,  5 221,  4 964,  4 310,  3 667,  3 137,  2 686,  2 281,  1 913,  1 544,  1 222,   924,   676,   484,   308,   158,   62,   15,   2,0,80.73834797
733,Pakistan,1963,  8 509,  6 613,  5 332,  5 002,  4 411,  3 733,  3 199,  2 736,  2 331,  1 955,  1 592,  1 250,   953,   686,   484,   307,   156,   60,   15,   2,0,81.59878898
734,Pakistan,1964,  8 773,  6 883,  5 504,  5 015,  4 513,  3 808,  3 263,  2 788,  2 382,  1 999,  1 639,  1 282,   982,   699,   487,   308,   155,   59,   14,   1,0,82.69255653
735,Pakistan,1965,  9 030,  7 157,  5 730,  5 017,  4 605,  3 891,  3 329,  2 844,  2 433,  2 046,  1 686,  1 318,  1 012,   716,   491,   308,   155,   57,   14,   1,0,83.96303715
736,Pakistan,1966,  9 281,  7 439,  5 987,  5 037,  4 686,  3 981,  3 398,  2 904,  2 486,  2 095,  1 733,  1 359,  1 042,   737,   499,   310,   155,   57,   13,   1,0,85.23485889
737,Pakistan,1967,  9 531,  7 722,  6 250,  5 100,  4 756,  4 081,  3 468,  2 969,  2 540,  2 147,  1 779,  1 404,  1 071,   763,   508,   312,   156,   57,   13,   1,0,86.34366589
738,Pakistan,1968,  9 778,  8 003,  6 519,  5 217,  4 804,  4 191,  3 543,  3 038,  2 596,  2 202,  1 825,  1 454,  1 101,   791,   519,   315,   158,   57,   13,   1,0,87.26956375
739,Pakistan,1969,  10 018,  8 279,  6 794,  5 394,  4 826,  4 301,  3 625,  3 109,  2 655,  2 257,  1 873,  1 504,  1 135,   821,   534,   320,   160,   57,   13,   1,0,87.99590721
740,Pakistan,1970,  10 258,  8 548,  7 075,  5 626,  4 838,  4 402,  3 716,  3 183,  2 717,  2 314,  1 924,  1 553,  1 173,   851,   551,   327,   163,   58,   13,   1,0,88.55185559
741,Pakistan,1971,  10 488,  8 805,  7 360,  5 882,  4 858,  4 482,  3 807,  3 252,  2 778,  2 368,  1 973,  1 599,  1 211,   878,   569,   333,   164,   59,   13,   1,0,89.00582651
742,Pakistan,1972,  10 730,  9 053,  7 644,  6 142,  4 917,  4 548,  3 903,  3 321,  2 841,  2 420,  2 023,  1 642,  1 253,   904,   590,   339,   166,   59,   13,   1,0,89.36114525
743,Pakistan,1973,  11 012,  9 299,  7 926,  6 412,  5 036,  4 597,  4 013,  3 397,  2 912,  2 477,  2 078,  1 688,  1 301,   933,   614,   349,   169,   60,   13,   1,0,89.58121346
744,Pakistan,1974,  11 321,  9 536,  8 202,  6 691,  5 219,  4 626,  4 126,  3 481,  2 984,  2 536,  2 133,  1 735,  1 348,   964,   639,   360,   172,   61,   13,   1,0,89.647363
745,Pakistan,1975,  11 653,  9 770,  8 472,  6 981,  5 466,  4 653,  4 236,  3 578,  3 061,  2 600,  2 190,  1 785,  1 394,   998,   664,   373,   176,   63,   13,   1,0,89.53720365
746,Pakistan,1976,  12 005,  10 014,  8 734,  7 279,  5 752,  4 708,  4 342,  3 687,  3 143,  2 669,  2 249,  1 837,  1 440,  1 035,   689,   388,   181,   64,   14,   1,0,89.27152844
747,Pakistan,1977,  12 377,  10 277,  8 990,  7 580,  6 048,  4 811,  4 444,  3 807,  3 228,  2 744,  2 308,  1 891,  1 485,  1 076,   713,   405,   186,   65,   14,   2,0,88.93400795
748,Pakistan,1978,  12 774,  10 563,  9 241,  7 876,  6 353,  4 972,  4 528,  3 940,  3 319,  2 823,  2 370,  1 947,  1 530,  1 119,   737,   423,   192,   67,   15,   2,0,88.58765767
749,Pakistan,1979,  13 214,  10 881,  9 486,  8 182,  6 695,  5 225,  4 614,  4 092,  3 429,  2 911,  2 438,  2 007,  1 579,  1 163,   764,   442,   200,   69,   15,   2,0,88.01657391
750,Pakistan,1980,  13 730,  11 235,  9 741,  8 527,  7 129,  5 621,  4 759,  4 280,  3 577,  3 021,  2 523,  2 076,  1 634,  1 211,   797,   463,   210,   72,   17,   3,0,86.86322381
751,Pakistan,1981,  14 344,  11 617,  10 008,  8 876,  7 610,  6 098,  4 965,  4 490,  3 753,  3 146,  2 619,  2 151,  1 695,  1 260,   833,   484,   221,   76,   18,   4,1,85.6037962
752,Pakistan,1982,  15 033,  12 014,  10 285,  9 170,  8 024,  6 535,  5 185,  4 674,  3 927,  3 265,  2 715,  2 224,  1 756,  1 307,   871,   505,   233,   80,   19,   4,1,84.99649925
753,Pakistan,1983,  15 756,  12 426,  10 576,  9 396,  8 328,  6 889,  5 400,  4 801,  4 088,  3 374,  2 805,  2 291,  1 814,  1 352,   909,   524,   244,   82,   19,   4,1,85.17361312
754,Pakistan,1984,  16 474,  12 861,  10 886,  9 567,  8 525,  7 158,  5 613,  4 865,  4 225,  3 474,  2 886,  2 354,  1 869,  1 394,   946,   544,   255,   85,   19,   3,1,86.00987816
755,Pakistan,1985,  17 183,  13 343,  11 227,  9 762,  8 726,  7 436,  5 888,  4 929,  4 360,  3 587,  2 972,  2 422,  1 925,  1 439,   982,   566,   265,   88,   19,   3,0,86.74806287
756,Pakistan,1986,  17 882,  13 903,  11 594,  10 008,  8 966,  7 755,  6 222,  5 034,  4 502,  3 718,  3 067,  2 498,  1 985,  1 487,  1 018,   590,   277,   92,   20,   3,0,87.18604879
757,Pakistan,1987,  18 557,  14 544,  11 978,  10 279,  9 200,  8 063,  6 558,  5 182,  4 636,  3 858,  3 164,  2 577,  2 044,  1 536,  1 053,   615,   287,   96,   20,   3,0,87.63655625
758,Pakistan,1988,  19 216,  15 239,  12 385,  10 573,  9 426,  8 347,  6 888,  5 378,  4 749,  4 007,  3 263,  2 658,  2 103,  1 584,  1 088,   641,   298,   101,   21,   3,0,88.12225247
759,Pakistan,1989,  19 867,  15 955,  12 820,  10 882,  9 622,  8 590,  7 197,  5 619,  4 832,  4 154,  3 368,  2 739,  2 164,  1 633,  1 122,   666,   309,   105,   22,   3,0,88.7365431
760,Pakistan,1990,  20 514,  16 663,  13 301,  11 211,  9 814,  8 805,  7 492,  5 905,  4 904,  4 291,  3 479,  2 822,  2 226,  1 682,  1 158,   691,   321,   109,   22,   3,0,89.36013314
761,Pakistan,1991,  21 126,  17 347,  13 853,  11 558,  10 017,  8 997,  7 772,  6 210,  4 992,  4 418,  3 598,  2 907,  2 292,  1 732,  1 195,   715,   334,   113,   23,   3,0,89.92830477
762,Pakistan,1992,  21 640,  17 986,  14 469,  11 852,  10 116,  9 057,  7 944,  6 451,  5 078,  4 511,  3 709,  2 982,  2 354,  1 776,  1 229,   737,   346,   116,   23,   2,0,91.05414161
763,Pakistan,1993,  22 056,  18 602,  15 141,  12 188,  10 252,  9 107,  8 087,  6 681,  5 208,  4 580,  3 826,  3 059,  2 417,  1 820,  1 263,   757,   358,   119,   23,   1,0,91.95028985
764,Pakistan,1994,  22 417,  19 227,  15 850,  12 628,  10 530,  9 246,  8 275,  6 948,  5 419,  4 644,  3 955,  3 150,  2 487,  1 869,  1 299,   780,   372,   123,   24,   2,0,92.09352903
765,Pakistan,1995,  22 739,  19 853,  16 552,  13 131,  10 869,  9 418,  8 463,  7 217,  5 684,  4 704,  4 080,  3 251,  2 558,  1 920,  1 336,   803,   385,   128,   26,   2,0,91.88184997
766,Pakistan,1996,  23 038,  20 454,  17 230,  13 723,  11 275,  9 652,  8 663,  7 495,  5 983,  4 788,  4 201,  3 361,  2 634,  1 976,  1 374,   827,   398,   133,   27,   3,0,91.20019441
767,Pakistan,1997,  23 311,  21 000,  17 879,  14 377,  11 693,  9 906,  8 849,  7 752,  6 276,  4 908,  4 312,  3 478,  2 710,  2 034,  1 411,   852,   410,   139,   28,   3,0,90.31376349
768,Pakistan,1998,  23 603,  21 463,  18 508,  15 077,  12 137,  10 197,  9 035,  7 991,  6 566,  5 076,  4 404,  3 604,  2 790,  2 094,  1 450,   878,   423,   145,   30,   3,0,89.22814838
769,Pakistan,1999,  23 925,  21 851,  19 136,  15 793,  12 614,  10 529,  9 222,  8 212,  6 851,  5 297,  4 477,  3 734,  2 878,  2 158,  1 492,   905,   436,   151,   31,   4,0,88.04242826
770,Pakistan,2000,  24 271,  22 209,  19 775,  16 540,  13 207,  10 967,  9 475,  8 454,  7 154,  5 581,  4 552,  3 863,  2 979,  2 226,  1 537,   934,   452,   157,   33,   4,0,86.50277357
771,Pakistan,2001,  24 648,  22 538,  20 386,  17 261,  13 880,  11 452,  9 769,  8 696,  7 456,  5 892,  4 646,  3 987,  3 087,  2 298,  1 587,   964,   468,   164,   35,   5,1,84.86640007
772,Pakistan,2002,  25 010,  22 823,  20 922,  17 846,  14 446,  11 801,  9 978,  8 853,  7 693,  6 169,  4 757,  4 090,  3 194,  2 365,  1 634,   991,   482,   168,   35,   4,0,83.79500932
773,Pakistan,2003,  25 331,  23 110,  21 366,  18 374,  14 970,  12 088,  10 157,  8 966,  7 883,  6 423,  4 902,  4 167,  3 304,  2 432,  1 681,  1 017,   495,   172,   35,   3,0,82.91281129
774,Pakistan,2004,  25 610,  23 426,  21 744,  18 939,  15 545,  12 427,  10 388,  9 086,  8 059,  6 675,  5 099,  4 225,  3 417,  2 506,  1 730,  1 046,   510,   176,   36,   3,0,81.81032105
775,Pakistan,2005,  25 848,  23 734,  22 076,  19 515,  16 109,  12 794,  10 640,  9 208,  8 213,  6 916,  5 338,  4 274,  3 522,  2 585,  1 780,  1 075,   524,   181,   37,   3,0,80.64328967
776,Pakistan,2006,  26 044,  24 055,  22 373,  20 071,  16 649,  13 213,  10 903,  9 343,  8 347,  7 144,  5 595,  4 338,  3 619,  2 670,  1 832,  1 106,   539,   187,   37,   3,0,79.4650109
777,Pakistan,2007,  26 266,  24 408,  22 651,  20 595,  17 189,  13 708,  11 189,  9 507,  8 475,  7 358,  5 851,  4 437,  3 711,  2 763,  1 887,  1 140,   555,   193,   38,   3,0,78.32194816
778,Pakistan,2008,  26 572,  24 745,  22 944,  21 049,  17 738,  14 259,  11 502,  9 705,  8 600,  7 553,  6 103,  4 580,  3 786,  2 863,  1 944,  1 176,   571,   199,   40,   3,0,77.2895639
779,Pakistan,2009,  26 958,  25 034,  23 264,  21 442,  18 325,  14 852,  11 854,  9 945,  8 727,  7 731,  6 351,  4 771,  3 843,  2 965,  2 007,  1 213,   589,   205,   41,   3,0,76.29717674
780,Pakistan,2010,  27 433,  25 292,  23 581,  21 796,  18 939,  15 451,  12 249,  10 215,  8 862,  7 893,  6 592,  5 003,  3 894,  3 062,  2 075,  1 252,   608,   212,   43,   3,0,75.35269503
781,Pakistan,2011,  27 967,  25 506,  23 905,  22 083,  19 483,  15 988,  12 667,  10 480,  8 999,  8 027,  6 815,  5 250,  3 955,  3 149,  2 146,  1 291,   627,   219,   44,   3,0,74.60236716
782,Pakistan,2012,  28 452,  25 718,  24 240,  22 280,  19 868,  16 400,  13 070,  10 705,  9 123,  8 128,  7 006,  5 483,  4 042,  3 226,  2 220,  1 328,   645,   224,   44,   3,0,74.15827169
783,Pakistan,2013,  28 843,  25 993,  24 549,  22 454,  20 087,  16 715,  13 443,  10 897,  9 242,  8 202,  7 163,  5 702,  4 162,  3 285,  2 296,  1 366,   664,   229,   44,   2,0,73.91779492
784,Pakistan,2014,  29 130,  26 331,  24 807,  22 657,  20 211,  17 003,  13 799,  11 086,  9 374,  8 259,  7 293,  5 910,  4 322,  3 326,  2 373,  1 407,   683,   234,   45,   2,0,73.66670545
785,Pakistan,2015,  29 280,  26 754,  25 034,  22 871,  20 285,  17 273,  14 114,  11 281,  9 512,  8 309,  7 396,  6 105,  4 515,  3 357,  2 444,  1 451,   702,   240,   45,   2,0,73.40754728
786,Pakistan,2016,  29 325,  27 249,  25 222,  23 112,  20 326,  17 498,  14 379,  11 505,  9 647,  8 361,  7 474,  6 284,  4 722,  3 400,  2 508,  1 498,   722,   245,   45,   2,0,73.16397993
787,Pakistan,2017,  29 318,  27 730,  25 432,  23 436,  20 435,  17 741,  14 661,  11 811,  9 807,  8 443,  7 547,  6 451,  4 928,  3 474,  2 569,  1 551,   744,   253,   47,   2,0,72.74310136
788,Pakistan,2018,  29 300,  28 155,  25 726,  23 808,  20 690,  18 012,  15 003,  12 198,  10 007,  8 568,  7 625,  6 606,  5 136,  3 586,  2 621,  1 610,   769,   262,   49,   2,0,72.13335586
789,Pakistan,2019,  29 321,  28 497,  26 091,  24 145,  21 037,  18 271,  15 387,  12 615,  10 235,  8 725,  7 699,  6 742,  5 338,  3 735,  2 661,  1 670,   796,   272,   52,   3,0,71.50674826
790,Pakistan,2020,  29 433,  28 706,  26 542,  24 474,  21 475,  18 586,  15 842,  13 056,  10 512,  8 914,  7 782,  6 861,  5 529,  3 910,  2 689,  1 723,   823,   280,   55,   3,0,70.78415199
791,Pakistan,2021,  29 604,  28 810,  27 066,  24 780,  22 005,  18 968,  16 344,  13 514,  10 863,  9 129,  7 883,  6 963,  5 704,  4 091,  2 719,  1 764,   847,   286,   57,   4,0,69.95678884
792,EUROPE,1950,  51 415,  42 463,  51 116,  46 963,  49 701,  43 024,  31 613,  40 183,  39 051,  35 343,  29 572,  24 561,  21 076,  17 139,  12 735,  8 060,  3 835,  1 445,   360,   63,5,52.24121299
793,EUROPE,1951,  53 838,  41 677,  50 204,  47 132,  49 563,  44 174,  33 121,  38 345,  39 466,  35 878,  30 527,  25 051,  21 293,  17 386,  12 848,  8 272,  3 918,  1 449,   356,   56,5,52.12127161
794,EUROPE,1952,  55 549,  42 335,  48 357,  48 114,  48 644,  45 528,  35 449,  35 786,  39 873,  36 357,  31 468,  25 634,  21 522,  17 650,  12 997,  8 446,  4 032,  1 456,   354,   53,6,51.91323694
795,EUROPE,1953,  56 880,  43 771,  46 072,  49 510,  47 312,  46 974,  38 180,  33 035,  40 179,  36 870,  32 392,  26 284,  21 776,  17 960,  13 203,  8 584,  4 193,  1 468,   358,   53,6,51.68886203
796,EUROPE,1954,  56 988,  46 605,  44 013,  50 414,  46 336,  48 059,  40 669,  31 076,  40 079,  37 420,  33 229,  27 019,  22 103,  18 239,  13 446,  8 722,  4 336,  1 498,   363,   53,5,51.61182689
797,EUROPE,1955,  56 575,  50 145,  42 340,  50 421,  45 956,  48 632,  42 255,  30 971,  39 218,  37 920,  33 930,  27 909,  22 511,  18 462,  13 729,  8 867,  4 485,  1 549,   371,   55,5,51.77021741
798,EUROPE,1956,  56 831,  52 733,  41 563,  49 575,  46 162,  48 576,  43 386,  32 537,  37 451,  38 361,  34 501,  28 860,  23 023,  18 700,  14 011,  9 016,  4 652,  1 597,   379,   56,5,52.17679326
799,EUROPE,1957,  57 121,  54 544,  42 264,  47 798,  47 131,  47 770,  44 699,  34 900,  34 941,  38 793,  35 003,  29 803,  23 622,  18 918,  14 279,  9 196,  4 812,  1 666,   388,   58,5,52.86646923
800,EUROPE,1958,  57 103,  54 831,  44 855,  45 950,  48 083,  46 835,  46 094,  37 501,  32 315,  38 987,  35 524,  30 751,  24 362,  19 161,  14 686,  9 408,  4 950,  1 778,   418,   72,7,53.64027953
801,EUROPE,1959,  56 962,  54 525,  48 218,  44 072,  48 991,  45 990,  47 125,  39 871,  30 359,  39 001,  36 029,  31 706,  25 067,  19 559,  15 022,  9 667,  5 091,  1 885,   454,   86,9,54.47475388
802,EUROPE,1960,  57 082,  54 834,  51 104,  41 961,  49 826,  45 114,  47 844,  41 510,  30 202,  38 249,  36 669,  32 311,  25 949,  20 041,  15 207,  9 938,  5 237,  1 973,   480,   88,10,55.43511111
803,EUROPE,1961,  57 297,  55 211,  52 955,  41 210,  49 800,  44 924,  48 031,  42 808,  31 832,  36 414,  37 201,  32 831,  26 874,  20 602,  15 445,  10 215,  5 379,  2 073,   507,   90,11,56.07824981
804,EUROPE,1962,  57 386,  55 612,  53 686,  42 505,  48 462,  45 619,  47 621,  44 156,  34 316,  33 896,  37 593,  33 485,  27 718,  21 164,  15 691,  10 451,  5 521,  2 155,   531,   92,11,56.22587514
805,EUROPE,1963,  57 289,  56 040,  54 082,  44 933,  46 082,  46 942,  46 625,  45 469,  36 985,  31 410,  37 927,  34 046,  28 653,  21 696,  15 890,  10 734,  5 662,  2 210,   556,   93,12,56.1960596
